epoch,lr,train_loss,train_mae,train_psnr,train_ssim,train_optimizer_steps,train_skipped_optimizer_steps,train_grad_norm,train_amp_scale,val_loss,val_mae,val_psnr,val_ssim,val_foreground_mae,val_foreground_psnr,val_foreground_ssim,val_gradient_mae,val_hfen,train_rec_l1,val_rec_l1,train_rec_ms_ssim,val_rec_ms_ssim,train_rec_edge,val_rec_edge,train_rec_frequency,val_rec_frequency,train_rec_weighted_l1,val_rec_weighted_l1,train_rec_weighted_ms_ssim,val_rec_weighted_ms_ssim,train_rec_weighted_edge,val_rec_weighted_edge,train_rec_weighted_frequency,val_rec_weighted_frequency,train_rec_loss,train_medrecl_loss,train_medrecl_weighted_loss,train_medrecl_weight,train_medrecl_structure_weight,train_medrecl_appearance_weight,train_medrecl_structure_gradient_scale,train_medrecl_appearance_gradient_scale,train_medrecl_structure_gradient_ratio,train_medrecl_appearance_gradient_ratio,train_medrecl_appearance_amplitude_loss,train_medrecl_appearance_contextual_loss,train_medrecl_appearance_stat_loss,train_medrecl_soft_positive_similarity,train_medrecl_false_negative_ratio,train_medrecl_invariance_loss
80,0.00001139,0.288377,0.123994,15.2369,0.406481,40,0,0.44308205,131072.0,0.192946,0.120546,15.0129,0.476940,0.130134,14.8333,0.452194,0.07457280,0.77901627,0.12399393,0.12054583,0.49893222,0.44076916,0.03928003,0.03886769,0.00371848,0.00639035,0.05579727,0.05424562,0.14967967,0.13223075,0.00589200,0.00583015,0.00037185,0.00063903,0.21174079,7.7597457886e+00,0.07663598,0.00987607,0.01000000,0.00376166,1.00000000,1.00000000,0.01221018,0.00041939,0.02219830,0.45148965,0.05336658,0.04906311,0.00000000,0.45805583
81,0.00001045,0.277133,0.118030,15.5413,0.428745,40,0,0.48378683,131072.0,0.191584,0.118971,15.2119,0.478308,0.128942,14.9614,0.453361,0.07446948,0.78260692,0.11803049,0.11897147,0.47311967,0.43895198,0.03919737,0.03874019,0.00456415,0.00550055,0.05311372,0.05353716,0.14193591,0.13168560,0.00587961,0.00581103,0.00045641,0.00055006,0.20138565,7.6685419083e+00,0.07574690,0.00987744,0.01000000,0.00383932,1.00000000,1.00000000,0.02106584,0.00036563,0.02327080,0.44393746,0.05205399,0.04736469,0.00000000,0.39114548
82,0.00000956,0.287897,0.124509,15.1773,0.414294,40,0,0.44467041,131072.0,0.190795,0.119001,15.1489,0.481025,0.128880,14.9154,0.456461,0.07400033,0.78329661,0.12450946,0.11900053,0.49592750,0.43616299,0.03938867,0.03874273,0.00494948,0.00584630,0.05602926,0.05355023,0.14877826,0.13084890,0.00590830,0.00581141,0.00049495,0.00058463,0.21121076,7.7646776795e+00,0.07668626,0.00987631,0.01000000,0.00390217,1.00000000,1.00000000,0.01438980,0.00021309,0.02455064,0.45760917,0.05514850,0.04650734,0.00000000,0.43152433
83,0.00000871,0.281458,0.123094,15.4404,0.428049,40,0,0.48908595,131072.0,0.189962,0.118008,15.2239,0.481814,0.127771,14.9974,0.457362,0.07417995,0.77948676,0.12309429,0.11800815,0.48050951,0.43489031,0.03873906,0.03873423,0.00422159,0.00581128,0.05539243,0.05310367,0.14415286,0.13046710,0.00581086,0.00581013,0.00042216,0.00058113,0.20577830,7.6606846452e+00,0.07568002,0.00987914,0.01000000,0.00394970,1.00000000,1.00000000,0.01107375,0.00047854,0.02382739,0.44752986,0.04630488,0.04783199,0.00000000,0.48700211
84,0.00000789,0.278243,0.120317,15.4226,0.436184,40,0,0.47865371,131072.0,0.189837,0.117928,15.2351,0.481664,0.127960,14.9820,0.457241,0.07424349,0.78068239,0.12031725,0.11792822,0.47114855,0.43446443,0.03837068,0.03877376,0.00441721,0.00614263,0.05414276,0.05306770,0.14134457,0.13033933,0.00575560,0.00581606,0.00044172,0.00061426,0.20168466,7.7480104327e+00,0.07655883,0.00988100,0.01000000,0.00398153,1.00000000,1.00000000,0.01493278,0.00035287,0.02187322,0.44859210,0.05365487,0.04668349,0.00000000,0.39889413
85,0.00000712,0.284748,0.121713,15.3808,0.418846,40,0,0.44889175,131072.0,0.188501,0.116830,15.3116,0.484212,0.127014,15.0257,0.460236,0.07370390,0.78570414,0.12171257,0.11682985,0.48998091,0.43189125,0.03908464,0.03862306,0.00431877,0.00567157,0.05477066,0.05257343,0.14699428,0.12956738,0.00586270,0.00579346,0.00043188,0.00056716,0.20805951,7.7613874316e+00,0.07668870,0.00988074,0.01000000,0.00399742,1.00000000,1.00000000,0.01885026,0.00064772,0.02330557,0.44994938,0.05161637,0.04699799,0.00000000,0.43617750
86,0.00000640,0.289768,0.124999,15.4132,0.408061,40,0,0.45189759,131072.0,0.189546,0.117961,15.2452,0.483008,0.128115,14.9776,0.458534,0.07375613,0.78326525,0.12499925,0.11796054,0.50422641,0.43364979,0.03901261,0.03862215,0.00390605,0.00575474,0.05624966,0.05308224,0.15126793,0.13009494,0.00585189,0.00579332,0.00039061,0.00057547,0.21376009,7.6933208346e+00,0.07600814,0.00987968,0.01000000,0.00400000,1.00000000,1.00000000,0.01570103,0.00021619,0.02597489,0.44699775,0.04494200,0.04764026,0.00000000,0.56244413
87,0.00000571,0.278148,0.119822,15.4311,0.434554,40,0,0.50631837,131072.0,0.189549,0.118105,15.2260,0.482920,0.128027,14.9849,0.458430,0.07413007,0.77903138,0.11982189,0.11810468,0.47213166,0.43331798,0.03882423,0.03874027,0.00486887,0.00595392,0.05391985,0.05314711,0.14163950,0.12999540,0.00582363,0.00581104,0.00048689,0.00059539,0.20186987,7.7211713791e+00,0.07627770,0.00987891,0.01000000,0.00400000,1.00000000,1.00000000,0.01301800,0.00031591,0.02559960,0.44873894,0.05687688,0.04799941,0.00000000,0.43038321
88,0.00000507,0.278079,0.119752,15.6018,0.431043,40,0,0.45612410,131072.0,0.189533,0.118008,15.2247,0.482608,0.127879,14.9865,0.458013,0.07426544,0.78012989,0.11975225,0.11800779,0.47125006,0.43336951,0.03953691,0.03880918,0.00403488,0.00597094,0.05388851,0.05310350,0.14137503,0.13001086,0.00593054,0.00582138,0.00040349,0.00059709,0.20159756,7.7411452174e+00,0.07648118,0.00987971,0.01000000,0.00400000,1.00000000,1.00000000,0.01444541,0.00022957,0.02485297,0.45034806,0.05028437,0.04733920,0.00000000,0.41324211
89,0.00000448,0.278511,0.118721,15.5668,0.431603,40,0,0.47627775,131072.0,0.188565,0.117223,15.2881,0.484722,0.127167,15.0312,0.460244,0.07391900,0.78245329,0.11872138,0.11722252,0.47575501,0.43149018,0.03843170,0.03869034,0.00419742,0.00563979,0.05342462,0.05275013,0.14272651,0.12944706,0.00576475,0.00580355,0.00041974,0.00056398,0.20233563,7.7107137322e+00,0.07617522,0.00987916,0.01000000,0.00400000,1.00000000,1.00000000,0.01419537,0.00010495,0.02353821,0.45406243,0.04978286,0.04713205,0.00000000,0.44073954
90,0.00000393,0.289395,0.123294,15.3514,0.407583,40,0,0.48217512,131072.0,0.188627,0.117238,15.2830,0.484467,0.127050,15.0372,0.460307,0.07394166,0.78135715,0.12329441,0.11723812,0.50379743,0.43162476,0.03939503,0.03871527,0.00422615,0.00575361,0.05548248,0.05275715,0.15113924,0.12948743,0.00590925,0.00580729,0.00042261,0.00057536,0.21295359,7.7367969394e+00,0.07644146,0.00988037,0.01000000,0.00400000,1.00000000,1.00000000,0.01312795,0.00042062,0.02418598,0.44906534,0.05186395,0.04613574,0.00000000,0.51772429
91,0.00000342,0.287451,0.124584,15.2995,0.413618,40,0,0.51953015,131072.0,0.188765,0.117450,15.2616,0.484676,0.127239,15.0202,0.460749,0.07398531,0.78113081,0.12458416,0.11744996,0.49574248,0.43166412,0.03953323,0.03874574,0.00404364,0.00601050,0.05606287,0.05285248,0.14872275,0.12949924,0.00592998,0.00581186,0.00040436,0.00060105,0.21111997,7.7265218139e+00,0.07633142,0.00987938,0.01000000,0.00400000,1.00000000,1.00000000,0.00751639,0.00014524,0.02493362,0.45103367,0.05363160,0.04599145,0.00000000,0.46196758
92,0.00000297,0.279830,0.118029,15.5998,0.424241,40,0,0.52052549,131072.0,0.188699,0.117179,15.2864,0.484341,0.127000,15.0390,0.460206,0.07402793,0.77998576,0.11802881,0.11717873,0.48187912,0.43194304,0.03808516,0.03871415,0.00342874,0.00578744,0.05311296,0.05273043,0.14456374,0.12958291,0.00571277,0.00580712,0.00034287,0.00057874,0.20373235,7.7028728724e+00,0.07609724,0.00987916,0.01000000,0.00400000,1.00000000,1.00000000,0.01237655,0.00043637,0.02690463,0.44721274,0.04941587,0.04550598,0.00000000,0.45169581
93,0.00000256,0.281868,0.124566,15.2076,0.428225,40,0,0.49485518,131072.0,0.188921,0.117305,15.2838,0.483632,0.127179,15.0348,0.459311,0.07415319,0.77842563,0.12456555,0.11730549,0.47876480,0.43247636,0.03963218,0.03871893,0.00474826,0.00582846,0.05605450,0.05278747,0.14362944,0.12974292,0.00594483,0.00580784,0.00047483,0.00058285,0.20610359,7.6683445811e+00,0.07576410,0.00988023,0.01000000,0.00400000,1.00000000,1.00000000,0.01760035,0.00023966,0.02398437,0.44538444,0.05218573,0.04630142,0.00000000,0.41582392
94,0.00000219,0.280921,0.117744,15.6537,0.421069,40,0,0.41860409,131072.0,0.188819,0.117165,15.3067,0.483669,0.127080,15.0500,0.459281,0.07405108,0.77916092,0.11774422,0.11716535,0.48676770,0.43244436,0.03825283,0.03867019,0.00343000,0.00560519,0.05298490,0.05272440,0.14603031,0.12973331,0.00573792,0.00580053,0.00034300,0.00056052,0.20509614,7.6765438557e+00,0.07582517,0.00987756,0.01000000,0.00400000,1.00000000,1.00000000,0.01752350,0.00062964,0.02527410,0.45404180,0.05333906,0.04738425,0.00000000,0.51812235
95,0.00000188,0.296717,0.129164,14.9775,0.390389,40,0,0.43403846,131072.0,0.188664,0.116943,15.3187,0.483799,0.126858,15.0595,0.459444,0.07406497,0.77949169,0.12916361,0.11694337,0.51717738,0.43227733,0.04022246,0.03867063,0.00512961,0.00556158,0.05812362,0.05262451,0.15515322,0.12968320,0.00603337,0.00580060,0.00051296,0.00055616,0.21982318,7.7831792355e+00,0.07689351,0.00987963,0.01000000,0.00400000,1.00000000,1.00000000,0.01225472,0.00024363,0.02578792,0.45067036,0.05705820,0.04573050,0.00000000,0.44257316
96,0.00000161,0.282632,0.122494,15.5159,0.424883,40,0,0.47294269,131072.0,0.188509,0.116769,15.3323,0.484079,0.126694,15.0699,0.459806,0.07405307,0.77944053,0.12249380,0.11676895,0.48489999,0.43203072,0.03834692,0.03865586,0.00496814,0.00555097,0.05512221,0.05254603,0.14547000,0.12960922,0.00575204,0.00579838,0.00049681,0.00055510,0.20684106,7.6721325517e+00,0.07579119,0.00987901,0.01000000,0.00400000,1.00000000,1.00000000,0.02076703,0.00035692,0.02562900,0.44798462,0.05249202,0.04761438,0.00000000,0.48114475
97,0.00000139,0.267258,0.119012,15.6208,0.463295,40,0,0.49004602,131072.0,0.188436,0.116822,15.3249,0.484560,0.126779,15.0602,0.460412,0.07394289,0.78077928,0.11901203,0.11682185,0.43817161,0.43169881,0.03935798,0.03864343,0.00416980,0.00559776,0.05355541,0.05256983,0.13145149,0.12950965,0.00590370,0.00579651,0.00041698,0.00055978,0.19132757,7.6819709420e+00,0.07593074,0.00988425,0.01000000,0.00400000,1.00000000,1.00000000,0.00965438,0.00017829,0.02260508,0.43303238,0.04689321,0.04772522,0.00000000,0.33489043
98,0.00000122,0.276704,0.118081,15.6405,0.436648,40,0,0.52414253,131072.0,0.188304,0.116812,15.3188,0.485051,0.126771,15.0549,0.461000,0.07389348,0.78110990,0.11808139,0.11681178,0.47092588,0.43125380,0.03896603,0.03864720,0.00500852,0.00565208,0.05313662,0.05256530,0.14127777,0.12937615,0.00584490,0.00579708,0.00050085,0.00056521,0.20076015,7.6858181834e+00,0.07594399,0.00988128,0.01000000,0.00400000,1.00000000,1.00000000,0.01314132,0.00032465,0.02374585,0.44446044,0.04779873,0.04598173,0.00000000,0.46071243
99,0.00000110,0.292767,0.126231,15.1960,0.401436,40,0,0.50393935,131072.0,0.188283,0.116758,15.3292,0.485027,0.126726,15.0632,0.460996,0.07387075,0.78112186,0.12623118,0.11675763,0.50971042,0.43129804,0.03866442,0.03863153,0.00404272,0.00558343,0.05680403,0.05254093,0.15291313,0.12938942,0.00579966,0.00579473,0.00040427,0.00055834,0.21592110,7.7811855197e+00,0.07684625,0.00987588,0.01000000,0.00400000,1.00000000,1.00000000,0.01989861,0.00023277,0.02771875,0.46190631,0.05731326,0.04450596,0.00000000,0.51831558
100,0.00000102,0.271845,0.121723,15.5650,0.453809,40,0,0.47404757,262144.0,0.188354,0.116865,15.3217,0.484922,0.126833,15.0580,0.460815,0.07388194,0.78073344,0.12172256,0.11686491,0.44832103,0.43136740,0.03874128,0.03863634,0.00414206,0.00559248,0.05477515,0.05258921,0.13449632,0.12941023,0.00581119,0.00579545,0.00041421,0.00055925,0.19549687,7.7270077586e+00,0.07634821,0.00988069,0.01000000,0.00400000,1.00000000,1.00000000,0.00933115,0.00031220,0.02400153,0.44730473,0.05052317,0.04737810,0.00000000,0.39160056
